cell_id,dataset,donor_id,condition,cell_type,INS,IAPP,PDX1,MAFA,NKX6-1,SLC2A2,GABRA2,PPP1R1A,ADCYAP1,ENTPD3,HSPA5,XBP1,DDIT3,ATF4,HERPUD1,IL1R2,HLA-DRA,HLA-DPA1,GBP2,TNFRSF10A,NDUFA1,NDUFB5,SDHA,UQCRC1,COX4I1,ATP5F1A,GENE000,GENE001,GENE002,GENE003,GENE004,GENE005,GENE006,GENE007,GENE008,GENE009,GENE010,GENE011,GENE012,GENE013,GENE014,GENE015,GENE016,GENE017,GENE018,GENE019,GENE020,GENE021,GENE022,GENE023,GENE024,GENE025,GENE026,GENE027,GENE028,GENE029,GENE030,GENE031,GENE032,GENE033,GENE034,GENE035,GENE036,GENE037,GENE038,GENE039,GENE040,GENE041,GENE042,GENE043,GENE044,GENE045,GENE046,GENE047,GENE048,GENE049,GENE050,GENE051,GENE052,GENE053,GENE054,GENE055,GENE056,GENE057,GENE058,GENE059,GENE060,GENE061,GENE062,GENE063,GENE064,GENE065,GENE066,GENE067,GENE068,GENE069,GENE070,GENE071,GENE072,GENE073,GENE074,GENE075,GENE076,GENE077,GENE078,GENE079
T2D_donor_04_cell_075,demo,T2D_donor_04,T2D,beta,34,36,39,39,36,40,33,40,35,39,1,0,1,1,0,3,1,1,0,2,8,5,7,4,4,12,1,3,2,2,2,1,2,2,3,2,0,3,0,0,2,1,3,3,1,4,2,2,4,4,4,4,4,1,2,6,3,0,1,3,3,3,1,0,1,1,1,3,0,2,4,3,1,1,1,4,4,0,0,3,3,0,3,3,2,0,2,0,3,2,2,2,0,0,0,1,3,2,3,2,2,4,1,1,0,1
T2D_donor_04_cell_076,demo,T2D_donor_04,T2D,beta,20,21,12,10,9,17,12,16,21,13,2,4,5,3,2,3,4,6,5,5,5,10,2,4,3,0,6,1,2,0,0,1,2,1,5,3,2,0,5,1,0,1,0,3,0,0,0,4,4,0,1,0,1,4,1,2,2,1,1,1,2,3,1,1,5,1,1,3,0,2,0,0,0,1,0,1,2,3,3,1,1,4,4,2,2,2,0,4,4,0,2,3,2,2,0,1,1,0,0,3,2,3,1,0,6,2
T2D_donor_04_cell_077,demo,T2D_donor_04,T2D,beta,20,27,25,28,27,19,19,24,28,25,1,3,1,5,3,2,3,2,1,4,4,6,5,3,7,7,2,1,2,0,3,3,3,1,0,4,1,2,2,2,5,0,2,2,4,1,0,4,2,3,2,1,0,1,0,2,0,0,3,3,0,1,6,2,3,2,1,2,0,1,2,2,2,3,5,2,0,3,3,2,1,1,3,2,2,3,4,0,0,0,1,3,3,2,3,1,2,1,1,3,0,1,1,2,0,1
T2D_donor_04_cell_078,demo,T2D_donor_04,T2D,beta,17,16,20,18,14,18,21,17,16,17,1,2,3,7,3,3,4,2,3,3,7,7,6,5,6,2,3,0,2,2,0,1,1,3,0,2,4,4,0,2,0,0,2,2,0,7,0,1,4,0,1,1,4,3,0,2,3,3,1,5,3,2,0,0,0,4,0,3,1,1,2,5,0,4,2,2,0,0,2,1,3,0,1,2,1,3,2,1,1,1,1,1,0,2,2,0,2,4,0,3,0,4,1,3,0,1
T2D_donor_04_cell_079,demo,T2D_donor_04,T2D,beta,7,4,5,3,6,6,3,2,0,10,14,22,14,12,6,9,17,21,10,8,2,1,0,1,4,5,3,1,1,0,2,2,1,4,1,0,1,3,2,2,5,1,1,0,4,1,1,1,3,2,6,1,2,0,0,1,3,1,3,1,4,0,6,3,0,2,0,1,2,0,2,2,1,3,0,2,1,1,3,1,0,1,0,4,2,0,3,2,0,3,0,2,2,0,1,2,2,1,2,0,2,0,1,2,4,0
T2D_donor_04_cell_080,demo,T2D_donor_04,T2D,beta,9,10,8,12,10,14,9,4,10,6,5,5,7,3,6,9,5,13,3,6,2,5,6,3,4,10,1,2,0,0,1,0,1,1,2,0,1,1,1,0,2,3,4,2,4,3,0,1,1,3,2,0,0,2,6,0,3,1,0,1,4,1,1,5,0,4,5,0,4,4,0,3,3,2,2,4,0,1,5,1,2,1,2,1,0,2,0,2,1,3,3,1,0,3,1,0,1,1,1,1,2,1,3,0,2,1
T2D_donor_04_cell_081,demo,T2D_donor_04,T2D,beta,32,17,26,26,23,31,29,22,24,17,2,4,5,6,4,1,2,2,1,3,4,5,6,7,7,8,1,2,0,2,2,1,1,0,0,4,4,1,7,1,2,1,1,1,1,0,2,1,5,0,1,3,0,1,4,5,2,2,1,2,1,1,2,0,0,2,3,2,1,4,0,2,4,7,1,7,2,0,0,3,3,1,5,1,2,2,1,0,1,1,3,1,2,0,4,2,1,2,1,1,1,4,1,2,1,1
T2D_donor_04_cell_082,demo,T2D_donor_04,T2D,beta,30,24,21,20,34,24,22,29,23,17,4,2,1,3,2,3,2,3,3,2,8,11,7,2,8,10,0,2,3,0,1,3,1,2,1,0,1,5,2,3,0,1,1,5,1,2,2,1,1,1,1,1,2,2,1,3,2,3,5,1,1,2,0,0,4,3,3,3,1,1,1,2,0,1,0,5,0,1,4,2,0,2,2,1,1,1,0,1,1,2,0,0,7,5,1,2,2,12,0,0,1,3,2,6,0,3
T2D_donor_04_cell_083,demo,T2D_donor_04,T2D,beta,12,10,4,15,13,7,12,9,7,4,3,2,4,6,9,5,3,3,2,5,2,6,6,9,4,2,3,0,4,5,0,4,1,2,0,0,0,2,2,1,2,0,2,4,1,1,2,1,0,0,1,2,2,2,0,2,1,4,0,2,1,2,1,1,0,1,0,2,1,2,4,2,1,1,2,2,3,1,1,1,2,0,1,5,5,1,2,1,7,1,0,0,4,0,0,3,0,4,5,2,3,0,2,4,2,0
T2D_donor_04_cell_084,demo,T2D_donor_04,T2D,beta,7,18,13,11,7,14,10,7,15,7,6,1,3,10,5,7,3,7,5,4,2,8,5,6,6,6,2,1,1,1,6,1,3,0,0,1,3,1,1,3,2,2,3,0,6,2,0,2,0,4,1,0,0,4,1,3,3,3,3,3,2,2,2,0,1,1,3,2,1,5,0,2,3,0,2,5,3,0,0,4,3,1,0,4,3,1,2,2,1,3,2,0,3,0,0,1,5,1,7,4,1,1,2,2,0,1
T2D_donor_04_cell_085,demo,T2D_donor_04,T2D,beta,13,2,9,4,6,10,9,11,8,4,12,5,9,7,13,6,5,5,11,6,3,7,8,4,10,3,3,1,3,0,1,5,5,1,1,1,2,1,3,3,3,0,1,5,2,3,2,0,4,2,1,0,2,0,1,1,0,5,3,0,3,0,2,4,3,0,3,0,2,4,3,2,1,3,2,1,3,1,3,2,8,1,2,5,0,0,1,3,1,0,5,5,2,3,2,2,1,2,0,0,2,5,0,3,2,1
T2D_donor_04_cell_086,demo,T2D_donor_04,T2D,beta,18,27,22,16,22,19,18,11,18,9,6,2,1,2,2,4,1,1,2,3,15,3,5,9,4,11,2,2,0,2,3,1,1,1,1,1,2,2,2,0,1,2,0,1,1,3,6,0,2,2,0,3,3,4,1,0,0,1,0,0,1,4,1,4,1,4,1,0,3,1,3,2,1,2,1,2,1,2,1,2,1,1,2,0,2,0,2,2,4,4,3,4,2,5,2,0,1,1,6,0,1,1,2,2,2,6
T2D_donor_04_cell_087,demo,T2D_donor_04,T2D,beta,14,25,13,25,26,18,18,25,13,22,1,1,1,3,4,3,3,2,2,2,4,8,2,2,1,6,1,2,3,1,2,0,2,4,2,1,2,2,0,3,1,0,2,0,2,2,1,0,2,6,1,2,0,2,2,2,1,0,1,1,0,2,2,2,0,7,4,0,4,0,0,3,1,3,2,6,4,3,4,1,3,1,2,0,2,3,1,1,0,3,2,3,3,3,2,2,1,1,1,4,1,0,1,4,2,4
T2D_donor_04_cell_088,demo,T2D_donor_04,T2D,beta,13,13,14,12,13,11,12,14,20,14,2,2,4,4,4,1,6,5,3,6,2,2,6,6,6,0,0,5,3,0,0,0,0,0,0,0,4,0,1,1,4,2,0,1,1,3,4,1,3,5,3,4,5,1,3,0,1,1,0,2,0,2,2,0,0,1,2,1,0,8,6,0,1,2,0,3,2,1,0,1,1,1,2,3,4,2,2,0,4,2,2,0,1,1,0,2,1,1,5,1,1,6,5,1,2,2
T2D_donor_04_cell_089,demo,T2D_donor_04,T2D,beta,16,30,23,16,24,17,21,11,22,17,2,4,3,2,3,1,1,1,4,2,5,9,2,3,3,5,2,2,0,3,4,0,2,3,1,3,1,1,4,3,0,0,0,0,1,2,1,1,1,3,0,2,2,2,0,2,0,0,5,6,3,2,2,4,4,0,2,1,4,1,3,1,0,4,3,2,0,2,0,3,2,1,0,1,1,1,2,2,0,0,0,2,1,2,0,1,3,0,2,1,2,4,0,1,4,3
T2D_donor_04_cell_090,demo,T2D_donor_04,T2D,beta,15,11,12,12,13,19,12,14,7,14,6,5,1,4,7,3,5,4,7,3,6,7,10,3,3,5,3,0,4,2,1,1,3,0,5,1,2,1,2,0,4,1,2,1,1,3,3,0,1,2,3,0,0,1,3,1,1,2,4,1,1,3,1,0,1,3,0,0,0,0,3,4,1,1,2,1,0,3,4,0,1,1,1,2,1,4,4,2,0,1,0,2,1,4,1,1,1,0,5,3,4,7,3,5,2,0
T2D_donor_04_cell_091,demo,T2D_donor_04,T2D,beta,6,10,2,10,5,4,6,12,10,7,10,10,6,8,8,5,8,8,7,11,4,4,11,7,8,4,1,2,2,3,1,0,0,2,1,1,1,1,4,1,2,0,1,2,2,1,3,2,0,0,0,0,1,0,3,1,2,0,4,2,1,2,2,2,1,0,2,0,1,1,4,0,1,1,0,2,3,3,0,2,1,3,1,4,3,0,1,0,1,5,3,3,2,0,1,0,0,1,3,0,5,1,1,4,0,0
T2D_donor_04_cell_092,demo,T2D_donor_04,T2D,beta,18,16,18,11,22,10,11,8,19,15,2,1,3,5,4,4,2,2,3,5,4,4,5,8,6,8,3,3,3,5,1,2,5,1,1,1,2,3,4,1,1,5,2,1,1,1,5,2,0,2,0,1,7,1,3,3,3,0,2,0,4,3,0,0,3,1,8,2,1,2,0,2,6,4,0,1,1,0,2,2,2,1,0,3,3,3,1,5,1,1,2,2,1,1,0,2,3,2,0,1,1,3,4,2,1,4
T2D_donor_04_cell_093,demo,T2D_donor_04,T2D,beta,20,9,26,19,22,19,16,19,22,18,1,3,1,2,4,1,4,2,2,3,3,6,6,8,8,2,2,4,1,1,0,2,2,2,2,1,3,1,4,1,1,2,1,1,3,3,2,1,0,1,5,1,1,5,1,3,0,1,3,0,4,1,0,2,2,6,1,1,1,2,1,2,2,1,4,1,3,2,3,0,1,3,0,3,1,2,0,2,1,0,2,0,0,0,1,0,1,3,2,2,6,7,1,0,1,1
T2D_donor_04_cell_094,demo,T2D_donor_04,T2D,beta,20,12,17,21,18,16,22,13,13,19,2,2,3,3,3,3,2,5,2,0,6,2,3,3,6,4,0,3,2,0,1,4,1,0,0,3,1,0,0,0,2,1,1,4,1,0,1,0,3,1,2,5,1,4,1,3,1,1,1,2,1,4,0,1,2,0,6,2,0,1,3,6,0,0,1,2,4,0,3,1,0,4,0,2,3,5,1,3,0,0,0,0,2,6,1,1,3,3,1,1,3,1,2,0,0,0
T2D_donor_04_cell_095,demo,T2D_donor_04,T2D,beta,4,10,6,7,9,10,9,8,8,5,4,5,6,5,4,6,7,9,2,4,7,5,1,5,3,5,1,3,4,2,2,1,0,1,1,1,3,0,1,2,1,0,5,3,2,1,4,0,0,2,2,3,0,0,0,0,3,1,1,2,0,0,3,2,0,1,1,3,1,1,1,3,0,4,4,4,0,0,0,2,0,1,3,2,1,1,2,1,2,2,0,2,2,1,2,2,0,0,0,5,0,0,3,5,4,0
T2D_donor_04_cell_096,demo,T2D_donor_04,T2D,beta,20,14,14,10,14,23,15,14,16,21,2,4,1,1,1,8,3,1,5,4,7,1,3,5,6,3,3,2,0,1,0,1,2,1,4,2,3,0,0,1,0,2,1,3,6,1,2,1,0,3,0,1,0,2,0,0,3,0,1,1,3,5,2,0,0,5,1,4,3,3,4,0,0,1,4,1,0,2,0,4,1,2,1,2,1,3,0,1,3,1,1,2,2,1,1,1,0,4,1,0,2,2,2,3,3,2
T2D_donor_04_cell_097,demo,T2D_donor_04,T2D,beta,8,15,11,13,14,13,14,9,17,16,1,2,3,3,3,5,2,0,4,5,7,11,3,6,9,5,0,2,1,1,2,2,3,1,1,0,5,5,1,0,0,6,1,1,2,2,4,0,2,5,0,3,2,2,2,3,0,2,1,0,0,1,3,1,0,1,2,1,2,3,0,3,4,4,1,0,3,2,0,3,2,2,4,2,2,2,2,1,1,0,0,1,1,1,3,3,0,3,1,2,2,3,0,1,1,1
T2D_donor_04_cell_098,demo,T2D_donor_04,T2D,beta,36,27,22,24,19,25,19,27,26,29,4,1,2,3,1,0,3,1,2,2,7,6,5,6,9,4,1,1,5,1,0,3,1,1,4,3,0,1,3,2,2,2,2,2,0,1,1,4,4,1,3,3,2,1,0,3,3,3,0,0,2,4,3,0,0,0,1,1,1,2,0,6,2,2,3,0,7,2,5,5,0,1,1,0,0,2,3,1,1,4,0,2,0,0,1,0,1,5,1,1,3,1,2,3,1,2
T2D_donor_04_cell_099,demo,T2D_donor_04,T2D,beta,33,36,35,38,33,27,35,40,34,32,4,1,0,0,0,1,2,3,3,1,4,5,6,9,3,7,2,4,0,0,3,2,1,1,0,2,1,1,2,0,5,5,0,1,1,0,1,1,1,3,2,0,0,2,0,2,0,3,0,6,1,1,4,1,1,1,1,2,2,1,0,0,1,3,4,1,1,4,2,0,3,2,1,2,2,1,5,0,0,4,1,1,0,2,1,1,1,0,0,2,0,5,1,0,1,2
T2D_donor_04_cell_100,demo,T2D_donor_04,T2D,beta,18,11,14,16,9,19,14,18,20,14,3,2,3,3,2,3,2,3,7,4,5,4,3,5,5,7,1,4,1,0,0,1,0,1,1,2,1,0,5,1,3,2,1,4,3,0,2,1,0,2,2,1,1,1,3,0,1,2,3,3,1,0,3,3,6,0,0,0,1,1,1,1,1,2,1,0,0,0,2,3,2,2,4,0,3,4,3,0,1,1,0,2,2,3,1,1,1,4,1,0,3,2,4,4,0,4
T2D_donor_04_cell_101,demo,T2D_donor_04,T2D,beta,13,13,13,10,7,14,15,10,11,11,2,2,1,5,4,6,3,6,1,4,3,4,6,4,6,5,4,1,1,0,3,1,1,0,0,2,2,1,1,3,5,0,1,0,2,0,0,0,1,4,4,3,4,1,2,1,2,0,1,2,0,1,3,5,1,2,3,2,1,2,0,1,5,1,4,1,5,1,4,5,1,6,1,0,3,1,3,1,1,2,0,2,0,3,2,1,2,1,3,2,5,1,3,0,2,2
T2D_donor_04_cell_102,demo,T2D_donor_04,T2D,beta,4,7,10,5,4,5,4,5,4,7,12,17,10,11,11,7,9,11,15,12,5,3,5,2,2,2,3,1,0,3,3,6,2,0,2,1,1,0,1,1,2,0,2,1,3,0,2,2,1,3,2,2,5,4,2,0,0,0,0,0,3,2,1,0,3,1,2,1,0,1,1,0,1,0,1,0,1,2,2,5,1,0,1,3,1,1,1,0,3,3,1,3,1,0,0,1,0,2,0,3,0,4,0,2,0,0
T2D_donor_04_cell_103,demo,T2D_donor_04,T2D,beta,8,9,3,2,8,7,5,8,4,5,11,6,5,8,4,11,9,9,11,6,4,0,2,4,5,6,4,3,3,2,1,2,0,3,0,1,2,1,0,1,0,1,0,0,0,1,0,2,3,2,1,1,2,1,0,1,0,1,0,0,0,2,1,3,2,2,1,6,2,1,2,1,5,2,1,1,2,1,3,0,6,0,1,3,1,0,3,0,2,0,1,1,3,4,0,1,0,1,0,3,3,3,1,2,1,2
T2D_donor_04_cell_104,demo,T2D_donor_04,T2D,beta,23,25,21,25,19,27,12,18,19,24,3,1,1,2,4,1,4,1,4,0,3,4,6,7,5,6,1,3,0,0,1,1,4,1,0,1,1,1,3,2,0,1,1,2,1,0,3,2,1,4,1,0,1,1,0,3,2,1,4,0,0,1,2,0,4,1,1,3,2,0,2,2,2,4,1,0,0,2,0,0,5,0,2,2,1,3,1,3,3,1,7,1,0,2,1,1,2,1,4,1,4,0,2,1,0,0
T2D_donor_04_cell_105,demo,T2D_donor_04,T2D,beta,7,6,15,10,15,10,14,12,6,10,6,7,10,7,5,5,3,5,3,2,7,3,9,7,6,4,2,2,3,1,2,4,0,0,4,3,1,1,1,0,4,5,2,0,4,1,7,0,2,2,1,2,0,2,4,1,2,2,1,3,2,1,1,0,2,2,2,2,0,3,3,3,1,1,1,1,0,2,0,0,4,0,2,0,5,4,1,4,0,1,0,3,1,0,3,1,0,2,0,3,0,3,1,1,2,1
T2D_donor_04_cell_106,demo,T2D_donor_04,T2D,beta,12,8,10,5,4,7,5,4,2,5,15,2,9,7,8,11,8,10,7,8,8,2,6,2,3,2,2,1,0,3,2,1,0,4,2,5,3,2,5,0,3,2,0,4,0,2,0,4,5,4,3,10,2,0,4,5,5,2,1,1,4,1,1,0,2,0,0,1,1,0,1,2,2,1,3,1,2,1,0,2,0,2,0,1,1,3,0,1,3,1,3,1,2,4,0,1,1,0,1,4,5,1,1,1,2,0
T2D_donor_04_cell_107,demo,T2D_donor_04,T2D,beta,5,4,7,5,7,7,10,3,6,11,6,16,5,15,11,9,5,8,11,15,4,4,3,4,3,1,1,3,3,3,1,3,2,3,1,1,3,1,1,1,7,5,3,3,3,5,2,2,2,2,2,0,3,1,1,4,1,0,1,0,3,0,0,1,0,0,2,0,1,3,1,3,0,3,3,0,1,2,1,2,2,3,0,5,1,3,3,2,4,0,2,0,1,2,1,2,3,0,3,2,2,1,1,2,3,0
T2D_donor_04_cell_108,demo,T2D_donor_04,T2D,beta,11,18,10,15,14,8,18,6,17,10,1,3,4,5,2,2,1,3,5,2,6,3,3,3,4,5,1,0,3,2,4,3,2,2,0,0,1,3,1,1,2,1,1,1,0,4,2,2,0,5,2,8,0,2,0,1,0,2,2,2,2,6,1,0,4,3,2,1,1,1,2,0,1,2,5,2,3,0,0,2,4,0,1,6,1,2,3,1,1,1,2,1,3,2,2,1,1,2,2,3,1,7,3,1,0,1
T2D_donor_04_cell_109,demo,T2D_donor_04,T2D,beta,16,17,20,14,19,12,9,10,11,14,4,1,6,5,5,8,2,4,3,3,7,5,6,5,4,3,0,2,2,1,4,0,2,1,1,1,3,2,2,1,2,1,1,0,2,1,1,2,3,0,1,3,1,1,0,3,2,3,2,2,9,4,1,1,2,5,2,2,4,0,1,3,1,0,0,1,1,4,0,1,2,4,2,6,0,4,2,1,4,1,2,0,1,1,0,0,2,3,1,3,2,2,4,1,0,2
T2D_donor_04_cell_110,demo,T2D_donor_04,T2D,beta,24,14,17,13,23,16,19,22,21,21,2,2,3,4,1,1,4,3,2,2,4,9,6,3,5,10,8,4,2,2,2,2,3,0,0,1,0,3,3,1,1,3,0,1,2,1,4,1,0,1,0,4,2,1,1,2,0,2,0,1,0,3,1,0,1,6,4,3,0,2,0,3,1,3,1,2,0,2,0,2,4,2,4,1,0,1,1,3,1,3,1,5,1,0,2,1,5,1,0,1,0,1,2,2,1,5
T2D_donor_04_cell_111,demo,T2D_donor_04,T2D,beta,50,47,41,40,40,39,36,30,46,52,0,1,0,1,0,3,1,1,0,0,6,5,9,9,11,3,2,0,2,1,2,0,1,1,2,6,3,3,3,0,1,1,5,0,2,3,3,1,0,5,7,1,4,0,1,4,3,3,0,1,2,4,0,0,0,1,2,3,1,0,0,1,3,0,0,4,2,4,2,1,5,3,3,2,1,0,2,2,2,2,0,1,1,0,3,3,2,3,3,1,0,4,1,1,1,6
T2D_donor_04_cell_112,demo,T2D_donor_04,T2D,beta,9,10,8,6,6,8,4,7,7,11,8,10,10,10,9,15,12,11,8,10,2,3,4,5,3,2,1,0,0,1,2,5,1,0,3,0,4,1,3,0,1,1,0,2,2,3,2,1,1,1,1,3,2,5,1,0,0,1,2,3,4,0,0,0,0,4,2,7,2,1,3,1,2,1,6,2,1,3,6,3,1,3,4,4,3,1,2,1,1,3,5,1,2,0,5,4,2,5,2,1,0,1,1,2,1,0
T2D_donor_04_cell_113,demo,T2D_donor_04,T2D,beta,54,38,33,53,38,45,46,33,40,53,0,1,0,2,1,1,2,0,0,2,6,7,12,5,7,5,0,1,2,5,3,1,2,1,2,2,0,2,3,4,1,1,1,4,0,3,3,1,3,3,2,0,1,1,1,2,3,0,1,2,0,0,0,4,2,3,1,1,1,0,0,0,0,2,5,3,4,2,1,4,1,3,6,2,2,5,2,4,1,1,0,6,1,2,1,7,1,1,0,2,5,2,2,4,1,3
T2D_donor_04_cell_114,demo,T2D_donor_04,T2D,beta,14,14,13,10,9,17,12,12,13,11,5,8,3,3,9,2,4,2,4,1,7,6,10,7,4,5,2,3,1,0,2,4,1,5,0,0,6,1,2,1,3,3,1,1,2,1,2,0,1,0,1,1,1,0,1,2,4,0,3,1,2,2,3,1,1,1,2,0,1,0,3,0,1,0,2,2,3,4,0,0,2,2,0,2,2,4,2,1,1,0,0,0,1,2,0,2,1,0,2,0,3,2,1,2,1,0
T2D_donor_04_cell_115,demo,T2D_donor_04,T2D,beta,18,15,9,11,12,14,9,13,4,10,1,5,9,5,3,3,3,1,3,6,1,7,8,2,2,6,0,5,1,1,2,5,3,2,4,1,0,2,6,0,2,0,2,1,4,5,3,1,1,1,6,1,0,0,2,6,1,0,1,0,3,1,2,4,0,1,1,1,1,1,0,1,1,2,0,4,1,3,2,1,0,0,1,0,1,3,2,4,3,1,1,3,3,0,1,1,1,3,1,1,2,2,0,2,1,1
T2D_donor_04_cell_116,demo,T2D_donor_04,T2D,beta,18,23,26,19,23,20,23,21,23,23,2,2,4,2,3,3,5,4,2,3,5,3,11,5,3,8,4,3,3,0,0,0,1,2,0,0,3,2,1,1,4,0,3,0,2,1,4,2,4,3,2,4,1,0,0,0,1,3,5,4,1,1,2,1,4,1,2,1,1,4,2,1,2,0,0,1,1,1,2,1,2,2,0,0,4,1,3,3,2,2,2,1,0,1,3,0,3,0,0,3,3,4,0,2,0,1
T2D_donor_04_cell_117,demo,T2D_donor_04,T2D,beta,27,16,20,15,16,15,11,27,22,18,1,3,4,1,4,2,1,6,5,3,5,7,4,4,8,11,2,2,2,1,4,2,0,0,2,1,8,1,2,3,2,0,3,5,0,2,1,0,1,0,0,0,1,5,1,4,0,3,3,4,0,1,2,2,2,0,5,3,3,3,1,0,1,1,2,4,6,1,0,3,3,1,3,1,1,3,6,1,2,0,1,2,1,0,1,1,2,3,0,1,0,2,1,3,2,2
T2D_donor_04_cell_118,demo,T2D_donor_04,T2D,beta,30,16,23,31,22,28,20,25,24,24,5,1,1,3,1,1,2,3,0,3,7,9,9,4,3,4,2,2,2,0,3,0,2,1,3,2,2,4,1,0,3,1,2,0,0,2,1,3,0,3,0,2,1,2,1,0,0,0,3,0,2,0,2,1,5,2,0,2,0,4,1,0,1,3,0,2,1,1,1,1,1,2,3,0,3,3,1,1,4,2,1,3,1,3,2,1,1,3,1,1,5,1,2,0,2,5
T2D_donor_04_cell_119,demo,T2D_donor_04,T2D,beta,10,7,7,12,12,9,9,10,14,11,7,6,2,5,8,9,8,4,6,3,6,6,9,2,7,5,0,3,2,2,1,2,1,0,4,2,0,3,4,1,0,1,0,2,3,0,0,1,2,3,2,0,0,1,0,2,2,3,0,1,3,0,0,0,5,0,3,1,1,2,1,1,1,4,1,1,2,3,0,2,1,2,0,2,0,4,2,3,1,0,3,4,2,1,0,0,2,1,0,1,2,2,0,0,2,0
T2D_donor_05_cell_000,demo,T2D_donor_05,T2D,beta,6,5,3,5,7,3,4,6,5,3,7,6,4,13,9,8,15,9,14,13,9,3,2,5,0,10,0,3,2,2,0,2,3,3,5,0,2,2,4,1,4,1,0,1,4,4,1,1,6,1,4,2,0,5,3,3,2,4,2,2,1,1,1,2,2,1,8,3,1,2,0,3,0,2,1,3,0,0,5,0,1,1,2,2,1,1,3,0,0,0,4,3,1,0,2,3,3,3,1,1,4,6,0,1,3,0
T2D_donor_05_cell_001,demo,T2D_donor_05,T2D,beta,8,13,12,10,12,11,10,11,12,16,2,4,8,4,2,4,9,2,2,5,6,5,2,6,2,7,1,3,1,1,1,1,0,1,5,6,2,1,6,1,0,3,4,0,2,0,5,1,3,4,2,2,2,1,1,3,3,2,5,2,0,1,4,0,7,1,1,2,0,2,2,0,0,2,3,2,0,7,3,4,2,4,2,2,0,0,3,0,1,4,0,1,1,6,0,3,1,2,2,6,1,3,2,1,3,2
T2D_donor_05_cell_002,demo,T2D_donor_05,T2D,beta,9,14,12,8,8,8,9,10,7,21,5,7,5,6,13,8,11,6,6,6,4,1,3,3,7,3,4,1,1,2,2,2,0,1,4,2,1,3,3,1,3,0,2,5,1,1,2,2,1,3,1,1,0,1,4,2,1,0,2,0,1,1,0,0,2,1,2,6,0,1,2,4,2,1,0,0,4,0,4,0,2,2,0,0,1,4,3,2,1,1,1,1,3,2,0,2,1,0,0,0,1,2,2,2,2,1
T2D_donor_05_cell_003,demo,T2D_donor_05,T2D,beta,12,12,21,21,17,22,14,23,7,19,5,3,4,2,6,4,2,5,5,1,6,4,6,8,4,1,3,1,2,0,1,3,2,6,1,2,1,2,2,0,2,1,4,0,0,2,0,7,1,3,1,3,0,1,1,3,4,5,2,3,5,0,2,1,6,1,3,0,0,1,2,3,1,3,4,1,4,4,2,0,2,1,5,2,0,0,1,3,3,0,1,1,2,3,4,3,1,1,3,0,3,0,0,4,4,2
T2D_donor_05_cell_004,demo,T2D_donor_05,T2D,beta,12,14,21,11,14,10,17,7,15,15,0,2,2,2,3,2,7,3,4,1,6,2,3,5,7,5,4,1,3,0,1,3,0,0,1,3,2,1,0,2,3,1,3,3,5,2,2,0,4,0,0,2,4,4,3,3,1,1,3,0,1,0,1,0,1,2,3,2,2,2,2,0,5,3,1,1,0,3,3,1,0,2,4,0,1,0,0,4,5,1,2,1,1,1,1,1,1,3,1,0,0,0,1,0,0,0
T2D_donor_05_cell_005,demo,T2D_donor_05,T2D,beta,5,3,2,5,1,3,4,10,2,1,19,16,20,11,14,11,11,17,14,14,2,6,4,1,3,2,1,1,6,5,2,2,0,1,4,1,0,4,3,3,1,0,2,0,1,3,2,0,3,1,0,0,1,4,4,1,1,1,1,0,1,3,0,0,1,1,0,1,2,1,1,1,5,0,2,1,0,3,1,3,3,0,0,2,0,1,3,2,0,0,0,4,0,4,0,1,4,0,2,3,2,1,0,0,1,2
T2D_donor_05_cell_006,demo,T2D_donor_05,T2D,beta,14,19,17,14,16,22,20,19,15,18,2,2,5,3,1,3,1,2,4,4,3,4,4,5,3,3,1,3,4,2,2,2,2,2,6,3,4,2,1,2,0,2,2,0,3,1,0,2,2,1,0,0,0,3,2,0,2,0,0,0,1,3,0,1,1,3,1,0,2,1,0,7,4,2,2,2,2,1,1,3,2,0,0,1,3,0,0,1,8,0,2,0,3,7,1,0,0,0,1,1,1,1,0,2,3,2
T2D_donor_05_cell_007,demo,T2D_donor_05,T2D,beta,8,11,9,6,4,9,11,9,4,7,8,11,11,10,9,5,6,9,8,4,2,7,6,3,5,4,2,6,1,0,1,1,2,1,0,3,4,1,0,0,2,0,0,4,4,1,3,4,2,2,3,2,1,1,4,0,1,1,1,3,0,1,1,1,3,2,0,1,3,4,0,2,1,2,1,3,1,2,0,0,1,0,0,2,0,1,2,1,1,4,1,2,2,2,2,0,2,2,0,1,2,1,3,3,0,0
T2D_donor_05_cell_008,demo,T2D_donor_05,T2D,beta,8,9,11,10,10,12,15,8,21,13,5,6,7,7,12,7,7,5,7,3,2,1,6,7,4,3,3,1,1,0,0,4,2,0,0,2,0,2,1,2,0,1,3,2,2,1,1,4,4,5,2,1,1,2,0,1,0,1,1,1,1,0,5,0,3,0,3,1,1,5,1,1,0,1,1,4,2,2,4,0,0,0,3,3,0,1,1,2,5,0,2,3,2,2,1,1,2,5,3,1,2,2,1,3,1,0
